text,label,language
Main music sun raha hu.,0,hi
Idi ela pani chestundi,1,te
Ippudu office lo unna.,0,te
Why is this happening in SQL,1,en
I'm reading a book.,0,en
Help karo JWT me.,1,hi
Na friend ni kalisanu.,0,te
Ippudu office lo unna.,0,te
Can you solve this issue,1,en
I'm going to the office.,0,en
Kal movie dekhi.,0,hi
I'm going to the office.,0,en
Tomorrow I'll study JavaScript.,0,en
Can you give me an example of Networking,1,en
API ante enti,1,te
Mujhe API me doubt hai.,1,hi
Repu Git practice chestha.,0,te
Suggest cheyyi best way for Networking.,1,te
I like learning NumPy.,0,en
Ee error enduku vastundi,1,te
Movie chala bagundi.,0,te
How do I learn Git,1,en
Weekend pe travel karunga.,0,hi
SQL kya hai,1,hi
Tomorrow I'll study API.,0,en
Can you solve this warning,1,en
Ippudu office lo unna.,0,te
Main ghar ja raha hu.,0,hi
I'm reading a book.,0,en
Step by step explain cheyyi OAuth.,1,te
Kal FastAPI practice karunga.,0,hi
How do I fix this issue in Python,1,en
Office ka kaam khatam hua.,0,hi
Kubernetes kaise seekhun,1,hi
Weekend ki travel veltha.,0,te
Tomorrow I'll study Azure.,0,en
Main music sun raha hu.,0,hi
The weather is nice today.,0,en
Suggest cheyyi best way for Networking.,1,te
Ye crash kaise fix karu,1,hi
I like learning JavaScript.,0,en
Suggest the best way to learn Pandas.,1,en
Can you solve this warning,1,en
Help me understand SQL.,1,en
Lunch ayipoyindi.,0,te
Coffee tagutunna.,0,te
What is Networking,1,en
I completed my work.,0,en
Ye crash kaise fix karu,1,hi
Azure ka example do.,1,hi
Naku doubt undi Docker meeda.,1,te
The weather is nice today.,0,en
I watched a movie yesterday.,0,en
Idi ela pani chestundi,1,te
Mujhe LLM me doubt hai.,1,hi
Nenu intiki velthunna.,0,te
Python ela nerchukovali,1,te
Best suggestion do Kubernetes ke liye.,1,hi
Movie chala bagundi.,0,te
Suggest cheyyi best way for AWS.,1,te
What is Git,1,en
How do I fix this exception in React,1,en
LLM ela nerchukovali,1,te
I completed my work.,0,en
Ye issue kaise fix karu,1,hi
Can you solve this problem,1,en
I completed my work.,0,en
Ye exception kaise fix karu,1,hi
How do I learn Pandas,1,en
Ippudu office lo unna.,0,te
Mujhe Python me doubt hai.,1,hi
Oka example cheppu Docker.,1,te
Help cheyyi Kubernetes.,1,te
Ee bug enduku vastundi,1,te
I'm reading a book.,0,en
Help cheyyi JavaScript.,1,te
Naku doubt undi AWS meeda.,1,te
How do I learn AWS,1,en
I completed my work.,0,en
How do I learn CSS,1,en
Ee exception enduku vastundi,1,te
I'm listening to music.,0,en
Ee warning enduku vastundi,1,te
Weekend pe travel karunga.,0,hi
Movie chala bagundi.,0,te
Na friend ni kalisanu.,0,te
Oka example cheppu NumPy.,1,te
Lunch ayipoyindi.,0,te
The weather is nice today.,0,en
Lunch ayipoyindi.,0,te
Help cheyyi FastAPI.,1,te
Na friend ni kalisanu.,0,te
Help cheyyi JavaScript.,1,te
Ye kaise kaam karta hai,1,hi
I'm going to the office.,0,en
Main ghar ja raha hu.,0,hi
I'm going to the office.,0,en
Nenu song vintunna.,0,te
Today is a busy day.,0,en
Why is this happening in Pandas,1,en
Main ghar ja raha hu.,0,hi
Kal movie dekhi.,0,hi
Kal movie dekhi.,0,hi
Weekend pe travel karunga.,0,hi
Mujhe Git me doubt hai.,1,hi
Today is a busy day.,0,en
Today is a busy day.,0,en
Naku doubt undi LLM meeda.,1,te
Office ka kaam khatam hua.,0,hi
Step by step batao NumPy.,1,hi
SQL kya hai,1,hi
Main chai pi raha hu.,0,hi
Docker ela nerchukovali,1,te
Coffee tagutunna.,0,te
Ee exception enduku vastundi,1,te
Why is this happening in Git,1,en
Kal React practice karunga.,0,hi
How do I fix this syntax error in Python,1,en
Main chai pi raha hu.,0,hi
Kal OAuth practice karunga.,0,hi
Main music sun raha hu.,0,hi
Aaj mausam accha hai.,0,hi
I watched a movie yesterday.,0,en
Step by step batao RAG.,1,hi
JWT ka example do.,1,hi
I like learning JavaScript.,0,en
Kal Kubernetes practice karunga.,0,hi
Repu Git practice chestha.,0,te
Weekend ki travel veltha.,0,te
Lunch ayipoyindi.,0,te
I like learning Docker.,0,en
Idi ela pani chestundi,1,te
Can you solve this permission error,1,en
How do I learn FastAPI,1,en
Mujhe OAuth samjhao.,1,hi
Help cheyyi Git.,1,te
Na friend ni kalisanu.,0,te
Suggest the best way to learn FastAPI.,1,en
How do I learn CSS,1,en
Step by step explain cheyyi JWT.,1,te
Ye timeout kaise fix karu,1,hi
Step by step batao Linux.,1,hi
OAuth kaise seekhun,1,hi
Can you explain Docker,1,en
Pandas ka example do.,1,hi
Mujhe Linux me doubt hai.,1,hi
How do I fix this permission error in Networking,1,en
Step by step explain cheyyi FastAPI.,1,te
Coffee tagutunna.,0,te
Nenu song vintunna.,0,te
Movie chala bagundi.,0,te
Help cheyyi LLM.,1,te
Weekend pe travel karunga.,0,hi
I didn't understand Pandas.,1,en
I didn't understand NumPy.,1,en
I watched a movie yesterday.,0,en
Repu LLM practice chestha.,0,te
How do I fix this exception in CSS,1,en
Suggest cheyyi best way for Git.,1,te
Movie chala bagundi.,0,te
Tomorrow I'll study React.,0,en
Idi ela pani chestundi,1,te
Can you explain Networking,1,en
Can you give me an example of AWS,1,en
Suggest the best way to learn React.,1,en
Kal Networking practice karunga.,0,hi
Mujhe Kubernetes me doubt hai.,1,hi
Can you give me an example of Git,1,en
Lunch ho gaya.,0,hi
Can you solve this issue,1,en
Best suggestion do AWS ke liye.,1,hi
I didn't understand Networking.,1,en
The weather is nice today.,0,en
Aaj bahut traffic tha.,0,hi
I like learning Git.,0,en
Can you explain Azure,1,en
Coffee tagutunna.,0,te
Ye kaise kaam karta hai,1,hi
Ye exception kaise fix karu,1,hi
Ye bug kaise fix karu,1,hi
Aaj mausam accha hai.,0,hi
LLM ela nerchukovali,1,te
Ivala weather bagundi.,0,te
I'm going to the office.,0,en
The weather is nice today.,0,en
Na friend ni kalisanu.,0,te
Main music sun raha hu.,0,hi
Repu Pandas practice chestha.,0,te
The weather is nice today.,0,en
Ye kaise kaam karta hai,1,hi
Can you explain JavaScript,1,en
I didn't understand Networking.,1,en
Python ante enti,1,te
Weekend pe travel karunga.,0,hi
How do I fix this permission error in FastAPI,1,en
Step by step explain cheyyi Pandas.,1,te
Oka example cheppu Azure.,1,te
I watched a movie yesterday.,0,en
Main ghar ja raha hu.,0,hi
Weekend pe travel karunga.,0,hi
I'm going to the office.,0,en
Weekend pe travel karunga.,0,hi
Can you solve this syntax error,1,en
Step by step batao LLM.,1,hi
Office ka kaam khatam hua.,0,hi
Weekend ki travel veltha.,0,te
I didn't understand Pandas.,1,en
Aaj bahut traffic tha.,0,hi
Oka example cheppu JavaScript.,1,te
Help karo LLM me.,1,hi
I didn't understand Azure.,1,en
Main music sun raha hu.,0,hi
The weather is nice today.,0,en
Kal movie dekhi.,0,hi
Main chai pi raha hu.,0,hi
The weather is nice today.,0,en
Nenu intiki velthunna.,0,te
Ippudu office lo unna.,0,te
I finished my lunch.,0,en
Kubernetes kaise seekhun,1,hi
CSS kaise seekhun,1,hi
I finished my lunch.,0,en
Help karo React me.,1,hi
Ye kaise kaam karta hai,1,hi
Main chai pi raha hu.,0,hi
Naku SQL ardham kaaledu.,1,te
Suggest the best way to learn API.,1,en
I'm listening to music.,0,en
Office ka kaam khatam hua.,0,hi
Nenu song vintunna.,0,te
Kal movie dekhi.,0,hi
I completed my work.,0,en
What is Pandas,1,en
Help karo RAG me.,1,hi
Can you solve this issue,1,en
I'm going to the office.,0,en
Lunch ayipoyindi.,0,te
I watched a movie yesterday.,0,en
What is Pandas,1,en
Aaj bahut traffic tha.,0,hi
Oka example cheppu JavaScript.,1,te
AWS ante enti,1,te
Office ka kaam khatam hua.,0,hi
Idi ela pani chestundi,1,te
Office ka kaam khatam hua.,0,hi
I like learning Kubernetes.,0,en
I finished my lunch.,0,en
Main ghar ja raha hu.,0,hi
Ye bug kaise fix karu,1,hi
Kal JavaScript practice karunga.,0,hi
Step by step explain cheyyi API.,1,te
I finished my lunch.,0,en
Step by step batao Git.,1,hi
Ye kaise kaam karta hai,1,hi
Step by step batao FastAPI.,1,hi
Weekend pe travel karunga.,0,hi
Kal Linux practice karunga.,0,hi
Today is a busy day.,0,en
FastAPI kya hai,1,hi
Naku Azure ardham kaaledu.,1,te
Help cheyyi Azure.,1,te
How do I fix this problem in Kubernetes,1,en
Ippudu office lo unna.,0,te
Can you solve this timeout,1,en
Ippudu office lo unna.,0,te
Main music sun raha hu.,0,hi
I like learning OAuth.,0,en
Mujhe Kubernetes me doubt hai.,1,hi
Coffee tagutunna.,0,te
Kal NumPy practice karunga.,0,hi
Step by step explain cheyyi OAuth.,1,te
I finished my lunch.,0,en
Ee issue enduku vastundi,1,te
I'm reading a book.,0,en
Help karo JavaScript me.,1,hi
I'm reading a book.,0,en
Why is this happening in Python,1,en
Ee crash enduku vastundi,1,te
Main music sun raha hu.,0,hi
I finished my lunch.,0,en
Mujhe RAG samjhao.,1,hi
Movie chala bagundi.,0,te
Docker kaise seekhun,1,hi
Mujhe Kubernetes samjhao.,1,hi
Can you give me an example of FastAPI,1,en
Mujhe Linux samjhao.,1,hi
Ivala weather bagundi.,0,te
Main chai pi raha hu.,0,hi
I watched a movie yesterday.,0,en
Idi ela pani chestundi,1,te
Why is this happening in Git,1,en
How do I fix this exception in SQL,1,en
Aaj mausam accha hai.,0,hi
Nenu intiki velthunna.,0,te
Networking kaise seekhun,1,hi
Aaj mausam accha hai.,0,hi
Lunch ho gaya.,0,hi
Main chai pi raha hu.,0,hi
Aaj mausam accha hai.,0,hi
Today is a busy day.,0,en
Kubernetes ante enti,1,te
Networking ante enti,1,te
Help karo Linux me.,1,hi
Ye kaise kaam karta hai,1,hi
Tomorrow I'll study Linux.,0,en
Na friend ni kalisanu.,0,te
I'm listening to music.,0,en
Can you explain RAG,1,en
Main ghar ja raha hu.,0,hi
I finished my lunch.,0,en
Tomorrow I'll study React.,0,en
Weekend pe travel karunga.,0,hi
Kal RAG practice karunga.,0,hi
Ee crash enduku vastundi,1,te
I'm listening to music.,0,en
FastAPI ka example do.,1,hi
Suggest cheyyi best way for Pandas.,1,te
Mujhe React me doubt hai.,1,hi
Ee warning enduku vastundi,1,te
Main chai pi raha hu.,0,hi
Can you explain Kubernetes,1,en
Nenu intiki velthunna.,0,te
Can you explain LLM,1,en
Oka example cheppu Kubernetes.,1,te
Repu Linux practice chestha.,0,te
Office ka kaam khatam hua.,0,hi
I didn't understand OAuth.,1,en
Suggest the best way to learn Azure.,1,en
Mujhe Python samjhao.,1,hi
I finished my lunch.,0,en
Movie chala bagundi.,0,te
I finished my lunch.,0,en
Can you solve this bug,1,en
I watched a movie yesterday.,0,en
Lunch ayipoyindi.,0,te
Best suggestion do React ke liye.,1,hi
Kal Pandas practice karunga.,0,hi
I'm reading a book.,0,en
How do I fix this crash in JWT,1,en
Step by step batao React.,1,hi
Lunch ho gaya.,0,hi
Best suggestion do React ke liye.,1,hi
Kal movie dekhi.,0,hi
Ye kaise kaam karta hai,1,hi
Weekend pe travel karunga.,0,hi
I'm listening to music.,0,en
Help me understand Networking.,1,en
Suggest the best way to learn API.,1,en
Aaj bahut traffic tha.,0,hi
Suggest cheyyi best way for API.,1,te
Today is a busy day.,0,en
SQL ka example do.,1,hi
Can you solve this error,1,en
Why is this happening in CSS,1,en
I'm going to the office.,0,en
Why is this happening in NumPy,1,en
RAG ante enti,1,te
Weekend pe travel karunga.,0,hi
The weather is nice today.,0,en
Best suggestion do CSS ke liye.,1,hi
Idi ela pani chestundi,1,te
Ye warning kaise fix karu,1,hi
How do I fix this bug in NumPy,1,en
Help cheyyi RAG.,1,te
Today is a busy day.,0,en
Repu JWT practice chestha.,0,te
How do I fix this problem in CSS,1,en
Movie chala bagundi.,0,te
Step by step explain cheyyi JWT.,1,te
Oka example cheppu Python.,1,te
Main ghar ja raha hu.,0,hi
Today is a busy day.,0,en
Repu Kubernetes practice chestha.,0,te
Ippudu office lo unna.,0,te
Pandas ela nerchukovali,1,te
Step by step explain cheyyi Docker.,1,te
Ippudu office lo unna.,0,te
Best suggestion do Kubernetes ke liye.,1,hi
Naku doubt undi Networking meeda.,1,te
I didn't understand Kubernetes.,1,en
Repu Docker practice chestha.,0,te
I finished my lunch.,0,en
Coffee tagutunna.,0,te
Linux kaise seekhun,1,hi
Main chai pi raha hu.,0,hi
Oka example cheppu AWS.,1,te
I finished my lunch.,0,en
Azure ela nerchukovali,1,te
Idi ela pani chestundi,1,te
Mujhe Git samjhao.,1,hi
Idi ela pani chestundi,1,te
I finished my lunch.,0,en
Help me understand Networking.,1,en
Mujhe JWT me doubt hai.,1,hi
Can you explain FastAPI,1,en
Idi ela pani chestundi,1,te
I'm listening to music.,0,en
Main ghar ja raha hu.,0,hi
Ippudu office lo unna.,0,te
Mujhe Kubernetes samjhao.,1,hi
How do I fix this problem in CSS,1,en
What is Pandas,1,en
Step by step explain cheyyi React.,1,te
Can you solve this error,1,en
Aaj mausam accha hai.,0,hi
SQL kaise seekhun,1,hi
Can you solve this timeout,1,en
How do I fix this problem in NumPy,1,en
Mujhe LLM me doubt hai.,1,hi
Why is this happening in Git,1,en
I watched a movie yesterday.,0,en
Step by step explain cheyyi CSS.,1,te
I didn't understand Kubernetes.,1,en
Step by step explain cheyyi AWS.,1,te
Lunch ayipoyindi.,0,te
Main chai pi raha hu.,0,hi
FastAPI kaise seekhun,1,hi
Weekend pe travel karunga.,0,hi
I'm listening to music.,0,en
How do I fix this syntax error in JWT,1,en
I completed my work.,0,en
I finished my lunch.,0,en
I'm reading a book.,0,en
Main chai pi raha hu.,0,hi
Can you explain API,1,en
Ippudu office lo unna.,0,te
Mujhe Git me doubt hai.,1,hi
Kal movie dekhi.,0,hi
Suggest cheyyi best way for Linux.,1,te
Ye kaise kaam karta hai,1,hi
The weather is nice today.,0,en
Python kya hai,1,hi
Why is this happening in SQL,1,en
Best suggestion do JavaScript ke liye.,1,hi
I like learning LLM.,0,en
Best suggestion do API ke liye.,1,hi
OAuth kya hai,1,hi
Today is a busy day.,0,en
Nenu intiki velthunna.,0,te
The weather is nice today.,0,en
Main chai pi raha hu.,0,hi
Ippudu office lo unna.,0,te
Today is a busy day.,0,en
Help karo Pandas me.,1,hi
I completed my work.,0,en
Oka example cheppu JWT.,1,te
How do I fix this syntax error in React,1,en
Nenu intiki velthunna.,0,te
Weekend pe travel karunga.,0,hi
Step by step batao API.,1,hi
Kubernetes ante enti,1,te
I didn't understand Python.,1,en
Na friend ni kalisanu.,0,te
Kal movie dekhi.,0,hi
Nenu intiki velthunna.,0,te
I finished my lunch.,0,en
Kubernetes ante enti,1,te
Can you explain Linux,1,en
Main music sun raha hu.,0,hi
Oka example cheppu Git.,1,te
Suggest cheyyi best way for Linux.,1,te
Ippudu office lo unna.,0,te
I like learning Networking.,0,en
Lunch ayipoyindi.,0,te
Aaj bahut traffic tha.,0,hi
Oka example cheppu API.,1,te
Suggest the best way to learn React.,1,en
FastAPI kaise seekhun,1,hi
Coffee tagutunna.,0,te
Aaj mausam accha hai.,0,hi
Weekend ki travel veltha.,0,te
I'm listening to music.,0,en
Python ka example do.,1,hi
Ippudu office lo unna.,0,te
How do I fix this problem in JWT,1,en
I completed my work.,0,en
Linux ka example do.,1,hi
SQL ka example do.,1,hi
Oka example cheppu Python.,1,te
Repu Azure practice chestha.,0,te
Suggest the best way to learn SQL.,1,en
Best suggestion do FastAPI ke liye.,1,hi
Can you solve this problem,1,en
The weather is nice today.,0,en
API kya hai,1,hi
Office ka kaam khatam hua.,0,hi
Linux ela nerchukovali,1,te
I'm reading a book.,0,en
I watched a movie yesterday.,0,en
I watched a movie yesterday.,0,en
Why is this happening in API,1,en
Help karo Python me.,1,hi
Weekend pe travel karunga.,0,hi
Lunch ayipoyindi.,0,te
Kal movie dekhi.,0,hi
I watched a movie yesterday.,0,en
I didn't understand SQL.,1,en
Help me understand Git.,1,en
I didn't understand API.,1,en
I'm listening to music.,0,en
Main ghar ja raha hu.,0,hi
Repu LLM practice chestha.,0,te
I'm going to the office.,0,en
Step by step batao Networking.,1,hi
Aaj bahut traffic tha.,0,hi
I'm going to the office.,0,en
Mujhe Pandas me doubt hai.,1,hi
JWT kya hai,1,hi
Repu Kubernetes practice chestha.,0,te
Can you solve this exception,1,en
React kaise seekhun,1,hi
Help karo Kubernetes me.,1,hi
Best suggestion do AWS ke liye.,1,hi
Coffee tagutunna.,0,te
Coffee tagutunna.,0,te
Kal Python practice karunga.,0,hi
What is RAG,1,en
Today is a busy day.,0,en
Can you give me an example of LLM,1,en
I'm going to the office.,0,en
Main chai pi raha hu.,0,hi
How do I learn React,1,en
Step by step batao Linux.,1,hi
Can you explain Linux,1,en
Coffee tagutunna.,0,te
What is CSS,1,en
Movie chala bagundi.,0,te
RAG ela nerchukovali,1,te
Suggest the best way to learn Git.,1,en
SQL kaise seekhun,1,hi
Ye kaise kaam karta hai,1,hi
Step by step batao JWT.,1,hi
Help me understand API.,1,en
Weekend pe travel karunga.,0,hi
I'm listening to music.,0,en
Movie chala bagundi.,0,te
I'm going to the office.,0,en
How do I learn React,1,en
How do I learn Python,1,en
Aaj mausam accha hai.,0,hi
Movie chala bagundi.,0,te
Naku Python ardham kaaledu.,1,te
I watched a movie yesterday.,0,en
Kubernetes kya hai,1,hi
I like learning FastAPI.,0,en
What is LLM,1,en
Ye kaise kaam karta hai,1,hi
I'm reading a book.,0,en
The weather is nice today.,0,en
Main ghar ja raha hu.,0,hi
How do I fix this crash in NumPy,1,en
Oka example cheppu SQL.,1,te
How do I learn API,1,en
Coffee tagutunna.,0,te
The weather is nice today.,0,en
Help karo LLM me.,1,hi
JWT kaise seekhun,1,hi
I didn't understand SQL.,1,en
Best suggestion do Networking ke liye.,1,hi
Main ghar ja raha hu.,0,hi
Movie chala bagundi.,0,te
Azure ela nerchukovali,1,te
Ye kaise kaam karta hai,1,hi
Why is this happening in Azure,1,en
Nenu intiki velthunna.,0,te
Step by step batao Git.,1,hi
Coffee tagutunna.,0,te
Tomorrow I'll study NumPy.,0,en
React ela nerchukovali,1,te
Step by step batao React.,1,hi
Ye kaise kaam karta hai,1,hi
Help cheyyi Git.,1,te
Mujhe LLM me doubt hai.,1,hi
Nenu song vintunna.,0,te
Oka example cheppu API.,1,te
How do I learn API,1,en
Suggest the best way to learn Docker.,1,en
Why is this happening in Linux,1,en
What is API,1,en
Naku doubt undi LLM meeda.,1,te
Pandas kaise seekhun,1,hi
I like learning JWT.,0,en
Lunch ayipoyindi.,0,te
Repu Azure practice chestha.,0,te
Tomorrow I'll study AWS.,0,en
Nenu intiki velthunna.,0,te
I completed my work.,0,en
Ippudu office lo unna.,0,te
I'm going to the office.,0,en
Suggest cheyyi best way for OAuth.,1,te
Today is a busy day.,0,en
Ye kaise kaam karta hai,1,hi
Today is a busy day.,0,en
Idi ela pani chestundi,1,te
Step by step explain cheyyi API.,1,te
Repu LLM practice chestha.,0,te
How do I learn AWS,1,en
Main music sun raha hu.,0,hi
OAuth kya hai,1,hi
Help cheyyi Git.,1,te
I'm reading a book.,0,en
Today is a busy day.,0,en
Idi ela pani chestundi,1,te
I'm listening to music.,0,en
API kaise seekhun,1,hi
Office ka kaam khatam hua.,0,hi
I'm reading a book.,0,en
Repu Python practice chestha.,0,te
I'm going to the office.,0,en
Best suggestion do Pandas ke liye.,1,hi
Naku SQL ardham kaaledu.,1,te
Step by step batao Kubernetes.,1,hi
Aaj bahut traffic tha.,0,hi
Nenu intiki velthunna.,0,te
Coffee tagutunna.,0,te
Help karo FastAPI me.,1,hi
Mujhe JWT me doubt hai.,1,hi
Help cheyyi Azure.,1,te
I'm going to the office.,0,en
How do I learn SQL,1,en
Lunch ayipoyindi.,0,te
Ippudu office lo unna.,0,te
I'm reading a book.,0,en
Movie chala bagundi.,0,te
Main chai pi raha hu.,0,hi
Ye issue kaise fix karu,1,hi
I'm reading a book.,0,en
Oka example cheppu Pandas.,1,te
JWT ela nerchukovali,1,te
Help karo Pandas me.,1,hi
Oka example cheppu LLM.,1,te
Aaj mausam accha hai.,0,hi
Kal Linux practice karunga.,0,hi
Why is this happening in Azure,1,en
Naku Docker ardham kaaledu.,1,te
Na friend ni kalisanu.,0,te
Kal movie dekhi.,0,hi
Pandas ela nerchukovali,1,te
I completed my work.,0,en
Ye issue kaise fix karu,1,hi
I'm going to the office.,0,en
I like learning API.,0,en
I didn't understand SQL.,1,en
Ivala weather bagundi.,0,te
Help me understand Azure.,1,en
Idi ela pani chestundi,1,te
Ivala weather bagundi.,0,te
Mujhe CSS me doubt hai.,1,hi
Help cheyyi Docker.,1,te
Why is this happening in CSS,1,en
Movie chala bagundi.,0,te
Idi ela pani chestundi,1,te
Mujhe OAuth me doubt hai.,1,hi
Mujhe API me doubt hai.,1,hi
Linux kaise seekhun,1,hi
Can you give me an example of CSS,1,en
Idi ela pani chestundi,1,te
Main music sun raha hu.,0,hi
I like learning Python.,0,en
Ivala weather bagundi.,0,te
I'm going to the office.,0,en
Nenu song vintunna.,0,te
Idi ela pani chestundi,1,te
Weekend pe travel karunga.,0,hi
Ippudu office lo unna.,0,te
Weekend pe travel karunga.,0,hi
How do I learn Pandas,1,en
I'm listening to music.,0,en
Aaj mausam accha hai.,0,hi
Ye kaise kaam karta hai,1,hi
Lunch ho gaya.,0,hi
Why is this happening in NumPy,1,en
Ivala weather bagundi.,0,te
Step by step batao Linux.,1,hi
Nenu song vintunna.,0,te
Suggest the best way to learn Python.,1,en
Best suggestion do Docker ke liye.,1,hi
I'm reading a book.,0,en
Ee exception enduku vastundi,1,te
Python ela nerchukovali,1,te
I'm going to the office.,0,en
I'm going to the office.,0,en
Mujhe NumPy samjhao.,1,hi
Naku FastAPI ardham kaaledu.,1,te
Ivala weather bagundi.,0,te
I'm listening to music.,0,en
I'm listening to music.,0,en
Help karo NumPy me.,1,hi
Nenu intiki velthunna.,0,te
I'm listening to music.,0,en
Help karo LLM me.,1,hi
Weekend ki travel veltha.,0,te
Why is this happening in API,1,en
Coffee tagutunna.,0,te
Step by step batao LLM.,1,hi
Help karo SQL me.,1,hi
Step by step batao NumPy.,1,hi
Ye kaise kaam karta hai,1,hi
What is Kubernetes,1,en
Suggest cheyyi best way for JWT.,1,te
Coffee tagutunna.,0,te
Suggest the best way to learn FastAPI.,1,en
Suggest the best way to learn Pandas.,1,en
Office ka kaam khatam hua.,0,hi
Kal SQL practice karunga.,0,hi
Office ka kaam khatam hua.,0,hi
Nenu song vintunna.,0,te
Kal RAG practice karunga.,0,hi
Repu CSS practice chestha.,0,te
Ivala weather bagundi.,0,te
Best suggestion do FastAPI ke liye.,1,hi
SQL ka example do.,1,hi
Main music sun raha hu.,0,hi
I completed my work.,0,en
RAG ka example do.,1,hi
Mujhe RAG samjhao.,1,hi
I'm going to the office.,0,en
Nenu song vintunna.,0,te
Weekend pe travel karunga.,0,hi
What is AWS,1,en
I like learning SQL.,0,en
Nenu song vintunna.,0,te
Mujhe LLM samjhao.,1,hi
CSS ka example do.,1,hi
Pandas ela nerchukovali,1,te
Can you give me an example of CSS,1,en
Help cheyyi Networking.,1,te
Tomorrow I'll study Networking.,0,en
Help cheyyi API.,1,te
Oka example cheppu LLM.,1,te
Why is this happening in JavaScript,1,en
Ee crash enduku vastundi,1,te
Repu OAuth practice chestha.,0,te
Can you give me an example of OAuth,1,en
Naku OAuth ardham kaaledu.,1,te
Ye error kaise fix karu,1,hi
AWS ante enti,1,te
Naku doubt undi Kubernetes meeda.,1,te
Ee error enduku vastundi,1,te
How do I fix this error in Git,1,en
API kaise seekhun,1,hi
Docker ka example do.,1,hi
What is Linux,1,en
Help me understand Kubernetes.,1,en
I watched a movie yesterday.,0,en
Ivala weather bagundi.,0,te
Today is a busy day.,0,en
Aaj bahut traffic tha.,0,hi
I'm reading a book.,0,en
Can you solve this issue,1,en
Today is a busy day.,0,en
Step by step batao AWS.,1,hi
LLM ka example do.,1,hi
Naku doubt undi API meeda.,1,te
Lunch ayipoyindi.,0,te
Step by step batao Python.,1,hi
Idi ela pani chestundi,1,te
Suggest cheyyi best way for NumPy.,1,te
Naku doubt undi SQL meeda.,1,te
Best suggestion do FastAPI ke liye.,1,hi
Main ghar ja raha hu.,0,hi
I'm going to the office.,0,en
Aaj bahut traffic tha.,0,hi
Today is a busy day.,0,en
Main music sun raha hu.,0,hi
Movie chala bagundi.,0,te
Step by step batao Azure.,1,hi
I'm reading a book.,0,en
Weekend pe travel karunga.,0,hi
Tomorrow I'll study Pandas.,0,en
I'm reading a book.,0,en
Naku Python ardham kaaledu.,1,te
Lunch ho gaya.,0,hi
Main chai pi raha hu.,0,hi
I'm listening to music.,0,en
Ye error kaise fix karu,1,hi
Idi ela pani chestundi,1,te
Weekend ki travel veltha.,0,te
Can you explain RAG,1,en
Help karo NumPy me.,1,hi
I watched a movie yesterday.,0,en
CSS ante enti,1,te
I didn't understand RAG.,1,en
Movie chala bagundi.,0,te
Today is a busy day.,0,en
Nenu intiki velthunna.,0,te
I completed my work.,0,en
Main chai pi raha hu.,0,hi
I finished my lunch.,0,en
Oka example cheppu RAG.,1,te
The weather is nice today.,0,en
Main music sun raha hu.,0,hi
Repu API practice chestha.,0,te
Lunch ayipoyindi.,0,te
Na friend ni kalisanu.,0,te
Oka example cheppu Networking.,1,te
Help cheyyi JWT.,1,te
I'm listening to music.,0,en
Naku doubt undi CSS meeda.,1,te
Help karo SQL me.,1,hi
I finished my lunch.,0,en
I'm going to the office.,0,en
Repu Linux practice chestha.,0,te
Ippudu office lo unna.,0,te
Aaj bahut traffic tha.,0,hi
Why is this happening in API,1,en
Main music sun raha hu.,0,hi
NumPy ela nerchukovali,1,te
What is SQL,1,en
Naku doubt undi FastAPI meeda.,1,te
JWT ela nerchukovali,1,te
I watched a movie yesterday.,0,en
Weekend pe travel karunga.,0,hi
Docker kya hai,1,hi
Mujhe Git me doubt hai.,1,hi
Coffee tagutunna.,0,te
Movie chala bagundi.,0,te
Kal movie dekhi.,0,hi
Oka example cheppu Git.,1,te
Ivala weather bagundi.,0,te
Nenu song vintunna.,0,te
Can you solve this syntax error,1,en
Office ka kaam khatam hua.,0,hi
RAG ela nerchukovali,1,te
I completed my work.,0,en
Can you solve this error,1,en
I'm reading a book.,0,en
I finished my lunch.,0,en
Main chai pi raha hu.,0,hi
I completed my work.,0,en
Ye problem kaise fix karu,1,hi
Office ka kaam khatam hua.,0,hi
I finished my lunch.,0,en
RAG ante enti,1,te
The weather is nice today.,0,en
What is Python,1,en
Suggest cheyyi best way for Kubernetes.,1,te
Help karo Pandas me.,1,hi
Can you explain Kubernetes,1,en
Can you solve this error,1,en
Office ka kaam khatam hua.,0,hi
Ye permission error kaise fix karu,1,hi
Step by step batao Pandas.,1,hi
How do I learn JavaScript,1,en
Why is this happening in Linux,1,en
Idi ela pani chestundi,1,te
Ippudu office lo unna.,0,te
Can you solve this permission error,1,en
Can you explain RAG,1,en
Help cheyyi JWT.,1,te
Weekend pe travel karunga.,0,hi
Mujhe FastAPI samjhao.,1,hi
Suggest the best way to learn API.,1,en
Step by step batao React.,1,hi
Lunch ayipoyindi.,0,te
Suggest the best way to learn API.,1,en
Can you give me an example of API,1,en
Oka example cheppu API.,1,te
Lunch ho gaya.,0,hi
Why is this happening in LLM,1,en
Aaj bahut traffic tha.,0,hi
Ivala weather bagundi.,0,te
I completed my work.,0,en
Idi ela pani chestundi,1,te
How do I fix this error in OAuth,1,en
Repu RAG practice chestha.,0,te
Can you explain Git,1,en
Tomorrow I'll study Azure.,0,en
Suggest cheyyi best way for Python.,1,te
Step by step explain cheyyi Pandas.,1,te
LLM ela nerchukovali,1,te
Movie chala bagundi.,0,te
